gene	scaffold	start	end	exonLen	CDSlen	nonCDSLen	eExp	kExp	eRPK	kRPK	eTPM	kTPM	eSyn#	eSyns	eMis#	eMiss	kSyn#	kSyns	kMis#	kMiss	eSynFix	eMisFix	kSynFix	kMisFix	epN/pS	kpN/pS
ACSL3	NW_008795035.1	10403007	10452461	3019	2128	47326	4966	4582	2333.64661654135	2153.1954887218	45.1005457082389	45.2223891698569	3	15	1	1	6	104	3	27	0	0	0	0	0.333333333333333	0.5
ACSL4	NW_008794951.1	72915	112261	4185	2122	37224	13547	11159	6384.07163053723	5258.71819038643	123.379912081309	110.445986807	12	81	2	5	3	14	4	12	0	0	0	0	0.166666666666667	1.33333333333333
ACSL5	NW_008795129.1	16681493	16693523	2044	2036	9994	16107	9338	7911.10019646365	4586.44400785855	152.891587562587	96.3265792240079	2	7	5	97	3	7	0	0	0	0	0	0	2.5	0
ACSL6	NW_008796044.1	17556540	17608443	7203	2212	49691	10298	7005	4655.51537070524	3166.81735985533	89.9734699691109	66.5109358752422	7	43	4	18	6	13	1	1	0	0	0	0	0.571428571428571	0.166666666666667
ACSS1	NW_008794584.1	112087	143333	2089	1751	29495	1021	1272	583.095374071959	726.442033123929	11.2690239319827	15.2570653725333	0	0	8	22	5	69	6	49	0	0	0	0		1.2
ACSS2	NW_008795910.1	591700	658812	4172	2539	64573	10019	14800	3946.04174871997	5829.06656163844	76.262033417265	122.424702228916	14	70	3	13	3	26	5	69	0	0	0	0	0.214285714285714	1.66666666666667
ACSS3	NW_008795923.1	1417687	1499177	2222	1436	80054	2237	2236	1557.79944289694	1557.10306406685	30.1063599264098	32.7029854509906	4	14	1	1	2	3	2	3	0	0	0	0	0.25	1
ACTA1	NW_008795520.1	2592114	2594206	1291	994	1098	93376	446663	93939.6378269618	449359.154929578	1815.49721350247	9437.6449735767	10	41	0	0	5	13	0	0	0	0	0	0	0	0
ACTA2	NW_008795129.1	7227027	7237848	2474	1126	9695	3658	2622	3248.66785079929	2328.59680284192	62.7844386794985	48.9062471983505	2	7	0	0	6	62	0	0	0	0	0	0	0	0
ACTB	NW_008796063.1	8400439	8404028	1869	1261	2328	127100	111849	100793.021411578	88698.6518636003	1947.94714719131	1862.88935418424	3	7	2	4	0	0	0	0	0	0	0	0	0.666666666666667	
ACTC1	NW_008794448.1	1332192	1335741	1181	994	2555	659	742	662.977867203219	746.478873239437	12.8128498082819	15.6778881850386	2	13	0	0	1	41	0	0	0	0	0	0	0	0
ACTG1	NW_008795715.1	2515959	2518597	1933	1127	1511	180106	143836	159810.115350488	127627.329192547	3088.52392685133	2680.48710843295	3	7	0	0	3	13	0	0	0	0	0	0	0	0
ACTG2	NW_008794711.1	660868	663579	1288	1123	1588	311	2518	276.936776491541	2242.20837043633	5.35213843343609	47.0918781220255	7	21	0	0	2	5	0	0	0	0	0	0	0	0
ACTN1	NW_008795283.1	2566361	2616778	3348	2529	47888	15377	9136	6080.26888098063	3612.49505733492	117.50855619754	75.8712612081322	5	27	0	0	13	35	1	1	1	0	1	0	0	0.0769230769230769
ACTN2	NW_008795520.1	5386580	5459202	4148	2673	69949	13479	72960	5042.64870931538	27295.1739618406	97.4552903567437	573.26563511149	1	18	0	0	4	25	0	0	0	0	0	0	0	0
ACTR10	NW_008794444.1	421449	435952	2922	1024	13479	16470	12954	16083.984375	12650.390625	310.842467464239	265.689246977785	2	16	1	1	2	23	1	1	0	0	0	0	0.5	0.5
ACTR1A	NW_008795129.1	12268824	12285809	3376	1120	15865	20221	14911	18054.4642857143	13313.3928571429	348.924376974621	279.613920849476	4	18	0	0	2	4	0	0	0	0	1	0	0	0
ACTR2	NW_008794078.1	1565138	1584587	4035	1021	18428	18417	12600	18038.1978452498	12340.8423114594	348.610008322366	259.187972766906	3	29	0	0	7	85	0	0	0	0	0	0	0	0
ACTR3	NW_008794520.1	2744	19042	2450	984	15314	8832	6835	8975.60975609756	6946.13821138211	173.464523375071	145.885948149188	2	3	0	0	9	40	0	0	0	0	0	0	0	0
ACTR3B	NW_008796181.1	1960581	1986430	2060	1206	24643	9951	14538	8251.24378109453	12054.7263681592	159.465274074191	253.178835833732	0	0	0	0	3	37	1	1	0	0	0	0		0.333333333333333
ACTR5	NW_008794965.1	1670958	1680948	1831	1384	8606	836	817	604.046242774567	590.317919075145	11.6739248303671	12.3981249311476	6	36	2	3	3	15	3	13	0	0	0	0	0.333333333333333	1
ACTR6	NW_008794880.1	12473	20297	1391	601	7223	2278	2084	3790.34941763727	3467.5540765391	73.2530906559036	72.8271449286113	1	1	0	0	0	0	0	0	0	0	0	0	0	
ACTR8	NW_008795909.1	14116034	14125883	2563	1531	8318	2932	1985	1915.08817766166	1296.53821032005	37.0113972182931	27.2304841003958	6	36	2	2	1	1	0	0	1	0	0	0	0.333333333333333	0
ACTRT3	NW_008795378.1	1612328	1614664	1127	816	1520	21	16	25.7352941176471	19.6078431372549	0.49736571100389	0.411812823210412	1	1	2	26	4	46	4	60	0	0	1	0	2	1
ACVR1	NW_008794603.1	2412614	2448256	2451	1530	34112	3610	2479	2359.47712418301	1620.2614379085	45.5997515358487	34.029466291287	1	2	0	0	1	1	1	1	0	0	1	0	0	1
ACVR1B	NW_008794786.1	37059	46426	4609	1354	8013	7987	6135	5898.81831610044	4531.01920236337	114.001804388094	95.1625222970382	7	31	2	2	0	0	0	0	0	0	0	0	0.285714285714286	
ACVR1C	NW_008794603.1	2360568	2378036	1393	1324	16144	66	28	49.8489425981873	21.1480362537764	0.963391157093422	0.444160658266215	4	34	1	2	7	92	5	7	0	0	0	0	0.25	0.714285714285714
ACVR2A	NW_008794212.1	574047	651129	6153	1531	75551	9311	5394	6081.64598301764	3523.18745917701	117.535170361366	73.9955824874233	2	2	2	2	0	0	0	0	0	0	0	0	1	
ACVR2B	NW_008796181.1	672568	771910	1926	1528	97814	322	170	210.732984293194	111.256544502618	4.072670010524	2.33666045630515	0	0	1	4	5	24	0	0	0	0	0	0		0
ACVRL1	NW_008794786.1	64902	81275	1884	1470	14903	1004	1254	682.993197278912	853.061224489796	13.1996702902459	17.9163791126522	11	65	3	3	1	1	2	4	0	0	0	0	0.272727272727273	2
ACYP1	NW_008795405.1	1938046	1939260	796	298	916	2199	1788	7379.19463087248	6000	142.611868643977	126.014723902386	0	0	2	4	1	1	1	1	0	0	0	0		1
ACYP2	NW_008796214.1	1771923	1818642	1317	287	46432	1510	1806	5261.32404181185	6292.68292682927	101.681455860387	132.161783604941	0	0	0	0	1	26	3	3	0	0	0	0		3
ADA	NW_008795560.1	378430	394504	2883	1186	14888	834	583	703.204047217538	491.568296795953	13.5902694302349	10.324140533318	6	40	3	41	5	9	2	9	0	0	0	0	0.5	0.4
ADAD1	NW_008794431.1	3681517	3692987	1728	1728	9742	98	60	56.712962962963	34.7222222222222	1.0960466594345	0.729251874435104	4	14	5	21	4	33	2	13	0	0	1	0	1.25	0.5
ADAL	NW_008795371.1	1013023	1022393	1482	951	8419	594	593	624.605678233439	623.554153522608	12.0712608074923	13.0961674157229	0	0	2	5	1	1	2	43	0	0	0	0		2
ADAM10	NW_008795371.1	1963382	2010167	4366	2221	44564	5898	4478	2655.56055830707	2016.2089149032	51.3219223047699	42.3453349568426	3	10	0	0	6	33	4	29	1	0	0	0	0	0.666666666666667
ADAM11	NW_008796188.1	301087	329407	2927	2927	25393	5831	3185	1992.14212504271	1088.1448582166	38.5005580240579	22.8537123123277	20	176	9	47	9	17	7	12	0	0	2	0	0.45	0.777777777777778
ADAM12	NW_008795129.1	24299915	24490081	4060	2761	187405	153	67	55.4147048170953	24.2665700833032	1.07095624924395	0.509657521517558	5	62	2	15	2	5	1	3	0	1	0	0	0.4	0.5
ADAM15	NW_008796119.1	156775	166668	1880	1880	8013	1249	1195	664.36170212766	635.63829787234	12.8395940933077	13.3499641013609	16	67	16	52	5	31	1	2	0	0	0	0	1	0.2
ADAM17	NW_008795017.1	4481060	4506818	4091	2396	23362	5245	5051	2189.06510851419	2108.09682804674	42.3063330519074	44.275206624301	6	11	0	0	6	109	2	55	0	0	1	0	0	0.333333333333333
ADAM19	NW_008796044.1	10570550	10604013	2800	2800	30663	359	140	128.214285714286	50	2.47789627286265	1.05012269918655	8	57	6	47	9	105	11	62	0	0	0	0	0.75	1.22222222222222
ADAM22	NW_008795018.1	11933962	12057145	2718	2718	120465	2696	1742	991.905813097866	640.912435614422	19.1697805249493	13.4607339365929	3	9	1	1	4	6	3	3	0	0	0	0	0.333333333333333	0.75
ADAM23	NW_008795918.1	267650	345300	2369	2369	75281	4812	3551	2031.23680878008	1498.94470240608	39.2561101108	31.481517136441	4	58	0	0	8	23	3	7	0	1	0	0	0	0.375
ADAM28	NW_008794601.1	1950423	1972432	2394	2394	19615	583	704	243.525480367586	294.06850459482	4.70642469197714	6.1761602358173	4	65	6	25	7	21	8	19	1	2	0	0	1.5	1.14285714285714
ADAM33	NW_008794456.1	1879842	1915134	2820	2677	32615	334	136	124.766529697422	50.8031378408666	2.41126421438078	1.06699056473194	11	81	8	19	8	70	8	20	0	0	0	0	0.727272727272727	1
ADAM8	NW_008794890.1	110701	125270	2529	2529	12040	484	198	191.379992091736	78.2918149466192	3.69865000972943	1.64432024071915	12	110	1	41	3	12	2	3	3	0	4	1	0.0833333333333333	0.666666666666667
ADAM9	NW_008793956.1	610748	639853	4622	2507	26598	7427	6153	2962.50498603909	2454.32788193059	57.2539949222316	51.5469084012353	13	89	6	8	5	31	3	3	1	0	0	0	0.461538461538462	0.6
ADAMTS1	NW_008795695.1	5036514	5042859	3556	2178	4167	2292	3336	1052.34159779614	1531.68044077135	20.3377752208376	32.1690479750811	18	86	2	4	10	85	1	10	0	0	0	0	0.111111111111111	0.1
ADAMTS10	NW_008795475.1	291947	337429	3306	3306	42176	660	806	199.637023593466	243.799153055051	3.85822713851086	5.12038049331131	20	123	3	7	9	22	0	0	0	0	1	0	0.15	0
ADAMTS13	NW_008796111.1	3338027	3359758	5242	4186	17545	1315	1072	314.142379359771	256.091734352604	6.0711817456785	5.37855486635443	17	133	14	85	13	97	16	99	0	0	2	0	0.823529411764706	1.23076923076923
ADAMTS14	NW_008794452.1	5234393	5270722	3041	3041	33288	539	283	177.244327523841	93.0614929299573	3.42546118094886	1.95451972291874	14	109	7	32	8	73	2	12	0	0	1	0	0.5	0.25
ADAMTS15	NW_008794599.1	263881	276134	2291	2236	10017	477	787	213.327370304114	351.967799642218	4.12280966064968	7.39218751574074	13	75	1	1	18	149	0	0	0	1	0	1	0.0769230769230769	0
ADAMTS17	NW_008794427.1	448719	654530	3464	3160	202651	316	103	100	32.5949367088608	1.93262104847226	0.684573658330473	3	7	5	16	2	20	6	8	0	0	0	0	1.66666666666667	3
ADAMTS18	NW_008795126.1	5781272	5860955	3661	3661	76022	318	281	86.8615132477465	76.7549849767823	1.67870388804747	1.61204303999683	4	42	4	5	4	12	3	5	0	0	1	0	1	0.75
ADAMTS2	NW_008796044.1	13626866	13817330	3557	3557	186907	723	281	203.261175147596	78.9991565926343	3.92826825427451	1.65917615109036	14	59	5	13	9	63	8	95	0	0	0	0	0.357142857142857	0.888888888888889
ADAMTS3	NW_008795298.1	1717653	1858785	3984	3984	137148	925	549	232.178714859438	137.801204819277	4.48713471344588	2.89416346311956	31	122	17	65	20	133	19	80	1	0	2	0	0.548387096774194	0.95
ADAMTS4	NW_008795479.1	747176	757178	2371	2371	7631	1938	1281	817.376634331506	540.278363559679	15.7967928803848	11.3471714690677	2	2	3	49	2	3	0	0	1	0	0	0	1.5	0
ADAMTS5	NW_008795695.1	5078146	5118992	2479	1957	38889	289	245	147.675012774655	125.191619826265	2.85399838021708	2.62933123454987	5	8	2	4	7	47	2	5	0	0	1	0	0.4	0.285714285714286
ADAMTS7	NW_008795371.1	3964463	4018760	5560	5560	48737	729	366	131.115107913669	65.8273381294964	2.53395817326669	1.38253563993625	35	168	23	82	27	338	21	139	0	0	0	0	0.657142857142857	0.777777777777778
ADAMTS8	NW_008794599.1	294942	304457	2258	2258	7257	1158	496	512.843224092117	219.663418954827	9.91131609446801	4.61347084850778	8	58	0	0	6	13	3	3	0	0	0	0	0	0.5
ADAMTS9	NW_008795909.1	5668154	5755017	5464	5281	81582	2721	1646	515.243325127817	311.683393296724	9.95770095226855	6.54611612520758	26	234	6	11	25	134	8	18	0	0	0	0	0.230769230769231	0.32
ADAMTSL2	NW_008796111.1	3441704	3468844	3641	2880	24260	967	506	335.763888888889	175.694444444444	6.48904358983568	3.69001448464163	10	44	1	7	8	19	1	1	0	0	0	0	0.1	0.125
ADAMTSL3	NW_008795035.1	4266249	4455821	5306	5306	184266	1152	972	217.112702600829	183.18884281945	4.19596578937061	3.84741524164842	15	43	17	88	11	119	11	65	0	0	1	0	1.13333333333333	1
ADAP1	NW_008796063.1	5789991	5840868	1032	900	49977	10463	4700	11625.5555555556	5222.22222222222	224.677933668503	109.67948191504	2	9	0	0	2	2	0	0	0	0	0	0	0	0
ADAP2	NW_008796178.1	1319076	1326074	2116	868	6130	178	288	205.069124423963	331.797235023042	3.96320906253528	6.96855616050061	3	14	2	17	3	47	0	0	0	0	0	0	0.666666666666667	0
ADAR	NW_008796119.1	29765	42403	4143	3496	9142	2566	2020	733.981693363844	577.803203661327	14.1850846978828	12.1352851965494	14	76	12	57	8	45	3	3	0	0	0	0	0.857142857142857	0.375
ADARB1	NW_008795697.1	329317	390588	2882	2091	59180	3131	2111	1497.36967957915	1009.56480153037	28.9384816009883	21.2033382877361	2	2	2	2	0	0	1	1	1	0	1	1	1	
ADARB2	NW_008795194.1	9513354	9631607	2175	2116	116137	1446	524	683.364839319471	247.637051039698	13.2068527225467	5.20098576912809	4	7	4	7	4	9	2	8	1	0	1	0	1	0.5
ADAT1	NW_008794418.1	45677	69655	1638	1500	22478	765	455	510	303.333333333333	9.85636734720852	6.37074437506507	1	8	3	6	0	0	0	0	0	0	0	0	3	
ADAT2	NW_008795490.1	6619534	6622479	511	350	2595	698	561	1994.28571428571	1602.85714285714	38.5419854809611	33.6639333853517	0	0	1	1	0	0	1	1	0	0	0	0		
ADCK1	NW_008795405.1	3463710	3542156	2406	1553	76893	840	752	540.888602704443	484.22408242112	10.4533269846536	10.169894008864	3	59	4	21	2	23	3	4	0	0	0	0	1.33333333333333	1.5
ADCK2	NW_008796213.1	4005032	4016852	2169	1488	10332	773	669	519.489247311828	449.596774193548	10.0397585380985	9.4426355612339	11	33	11	79	5	16	3	59	0	0	0	0	1	0.6
ADCY1	NW_008794213.1	329972	501873	5040	3481	168420	1600	861	459.6380350474	247.342717609882	8.88306141211036	5.19480404481252	5	15	2	2	3	16	1	3	0	0	2	0	0.4	0.333333333333333
ADCY2	NW_008795243.1	59402	278506	5705	2910	216194	7351	4412	2526.11683848797	1516.15120274914	48.8202657296206	31.8428958681172	6	41	1	1	6	21	1	1	0	0	0	0	0.166666666666667	0.166666666666667
ADCY3	NW_008795712.1	149690	165345	2964	2964	12691	2146	1072	724.021592442645	361.673414304993	13.9925936910306	7.5960292410795	22	122	7	28	4	5	3	8	0	0	0	0	0.318181818181818	0.75
ADCY5	NW_008794888.1	10031164	10265410	4141	3639	230607	1545	1657	424.567188788129	455.34487496565	8.20527485542633	9.56335978319381	10	46	1	2	9	52	5	6	0	0	0	0	0.1	0.555555555555556
ADCY6	NW_008795916.1	61149	83672	2251	2251	20272	3144	2280	1396.71257219014	1012.88316303865	26.9931611568049	21.2730320226151	10	26	7	30	1	2	4	43	0	0	0	0	0.7	4
ADCY7	NW_008795037.1	2438601	2471052	3193	3193	29258	483	383	151.268399624178	119.949890385218	2.92344493082399	2.51924205316911	3	33	2	45	5	8	2	39	0	0	0	0	0.666666666666667	0.4
ADCY8	NW_008794742.1	87955	225703	3627	3627	134121	2703	1409	745.24400330852	388.475323959195	14.4027424704178	8.15893511526799	12	102	1	2	8	37	1	1	0	0	0	1	0.0833333333333333	0.125
ADCY9	NW_008794125.1	2255012	2352061	13142	4037	93012	8734	9044	2163.48773841962	2240.27743373792	41.812019413814	47.0513237128717	15	72	2	3	13	111	3	3	0	0	0	0	0.133333333333333	0.230769230769231
ADCYAP1R1	NW_008795026.1	2139744	2262729	1650	1650	121335	2543	988	1541.21212121212	598.787878787879	29.7857898561513	12.5760148702583	4	44	1	4	5	10	1	32	0	0	0	0	0.25	0.2
ADD1	NW_008795948.1	2344341	2378599	2811	2417	31841	17478	14726	7231.2784443525	6092.67687215557	139.753209289194	127.961165645189	6	57	3	3	3	5	1	2	1	0	0	0	0.5	0.333333333333333
ADD3	NW_008795129.1	15457051	15526930	4703	2116	67763	16500	10374	7797.73156899811	4902.64650283554	150.700601605824	102.967607574303	6	20	2	2	3	17	1	1	0	0	0	0	0.333333333333333	0.333333333333333
ADGB	NW_008795490.1	14606	164002	4710	4710	144686	361	235	76.6454352441614	49.8938428874735	1.48126581422184	1.04789313931567	6	23	20	167	9	27	13	85	0	0	0	0	3.33333333333333	1.44444444444444
ADGRA2	NW_008793956.1	177600	204871	3642	3497	23774	739	738	211.323991993137	211.038032599371	4.0840919497312	4.43231656848541	22	143	14	60	16	52	11	32	0	0	2	0	0.636363636363636	0.6875
ADGRA3	NW_008794542.1	467072	536581	3874	3874	65635	951	743	245.482705214249	191.791430046464	4.74425043132968	4.02809068402482	12	77	3	7	13	30	6	18	0	0	0	2	0.25	0.461538461538462
ADGRB1	NW_008795557.1	1294884	1514512	4888	4888	214740	4742	2554	970.13093289689	522.504091653028	18.7489546069056	10.9738681412539	16	73	2	2	9	72	3	3	0	0	0	0	0.125	0.333333333333333
ADGRB3	NW_008795021.1	4074753	4368106	3522	3522	289831	2912	1968	826.802952867689	558.773424190801	15.9789678965111	11.7356131288991	6	82	6	32	10	26	3	33	0	0	0	0	1	0.3
ADGRD1	NW_008794776.1	1830055	1995062	2709	2698	162309	196	85	72.646404744255	31.5048183839881	1.40397970904582	0.661678498375514	12	39	2	17	7	44	2	2	0	0	0	0	0.166666666666667	0.285714285714286
ADGRD2	NW_008795382.1	253065	281146	3429	3429	24652	156	281	45.4943132108486	81.9480898221056	0.879232672970757	1.72111098554343	12	108	7	21	8	28	9	17	0	1	0	0	0.583333333333333	1.125
ADGRF2	NW_008796220.1	4338579	4343834	2034	2034	3221	614	227	301.868239921337	111.602753195674	5.83396914337251	2.34393168844982	8	46	8	63	4	8	8	62	0	0	0	0	1	2
ADGRF5	NW_008796220.1	4054296	4110535	5751	4054	52185	1032	1772	254.563394178589	437.099161322151	4.91974573760082	9.18015502199589	9	82	8	93	1	1	8	99	1	3	0	6	0.888888888888889	8
ADGRG1	NW_008794457.1	359543	366687	2731	2012	5132	9834	9900	4887.67395626243	4920.47713717694	94.4602156594245	103.342094651559	8	29	2	12	5	81	4	57	2	0	1	0	0.25	0.8
ADGRG2	NW_008795041.1	1981066	2030207	4145	3984	45157	2141	1858	537.399598393574	466.36546184739	10.3858977529596	9.79481915205126	11	145	7	72	6	9	5	14	0	0	0	0	0.636363636363636	0.833333333333333
ADGRG3	NW_008794457.1	353395	358783	1729	1729	3659	195	45	112.781954887218	26.0266049739734	2.17964779902886	0.546622573318621	8	26	5	18	7	69	3	48	0	1	1	0	0.625	0.428571428571429
ADGRG4	NW_008796175.1	313119	342738	3103	3103	26516	83	213	26.7483080889462	68.6432484692233	0.516943432237182	1.44167666726868	12	134	13	74	6	76	6	26	0	0	0	0	1.08333333333333	1
ADGRG5	NW_008794457.1	377942	382560	1438	1438	3180	27	9	18.7760778859527	6.25869262865091	0.362870433301467	0.131447903931557	7	34	5	14	4	17	3	37	1	0	1	1	0.714285714285714	0.75
ADGRG6	NW_008795490.1	7059982	7166597	3720	3720	102895	1949	1633	523.924731182796	438.978494623656	10.1254796329904	9.21962563318084	4	8	6	56	15	65	4	4	0	0	0	0	1.5	0.266666666666667
ADGRG7	NW_008794443.1	6845207	6877774	2339	2339	30228	75	68	32.0649850363403	29.0722530996152	0.619694650001793	0.61058865792805	7	88	3	6	6	35	7	32	0	0	0	0	0.428571428571429	1.16666666666667
ADGRL2	NW_008796165.1	81873	248391	6068	4275	162243	5086	3763	1189.70760233918	880.233918128655	22.9925395380817	18.4870723604163	7	34	4	5	12	24	3	3	0	0	0	0	0.571428571428571	0.25
ADGRL3	NW_008794665.1	11759203	12092206	5817	4396	328607	4084	3232	929.026387625114	735.213830755232	17.9545595131044	15.4412946486394	13	100	5	5	5	46	3	5	5	0	0	0	0.384615384615385	0.6
ADGRL4	NW_008796165.1	1295060	1372583	5428	2192	75331	1176	1112	536.496350364964	507.299270072993	10.3684413914388	10.6545295756884	3	5	2	3	3	6	2	2	0	0	0	0	0.666666666666667	0.666666666666667
ADHFE1	NW_008794119.1	586454	604637	1576	1249	16934	1553	1350	1243.39471577262	1080.8646917534	24.0301079926134	22.7008109511904	4	12	5	23	3	25	5	7	1	0	0	0	1.25	1.66666666666667
ADI1	NW_008795017.1	7542515	7546353	520	351	3487	852	731	2427.35042735043	2082.62108262108	46.9114852791557	43.7401534532973	0	0	1	6	2	9	2	2	0	0	0	0		1
ADIPOQ	NW_008795907.1	799251	805280	2442	736	5293	1493	1004	2028.53260869565	1364.13043478261	39.2038481707756	28.6500866843287	3	13	0	0	1	1	2	4	0	0	0	0	0	2
ADIPOR1	NW_008795522.1	111225	119848	1384	1119	7504	3417	3059	3053.61930294906	2733.69079535299	59.0148893890055	57.4142151351503	1	4	0	0	1	2	1	15	0	0	0	0	0	1
ADIPOR2	NW_008795252.1	1504788	1543882	4042	1157	37937	14867	12090	12849.6110630942	10449.4382022472	248.334288052179	219.463844998537	2	3	2	2	3	13	1	1	0	0	1	0	1	0.333333333333333
ADIRF	NW_008794080.1	2040130	2043315	228	228	2957	42	233	184.210526315789	1021.9298245614	3.56009140508048	21.4630341149532	1	1	1	1	1	1	0	0	0	0	0	0	1	0
ADK	NW_008795129.1	2267785	2571471	2066	995	302691	50945	27785	51201.0050251256	27924.6231155779	989.521400144917	586.485611997956	1	1	0	0	3	65	0	0	0	0	0	0	0	0
ADM	NW_008796218.1	7085776	7088459	499	241	2442	106	114	439.834024896266	473.029045643154	8.50032494348795	9.93477076408852	1	2	0	0	1	1	1	1	0	0	0	0	0	1
ADNP	NW_008794747.1	2921296	2951946	5484	3688	26962	10204	8123	2766.81127982646	2202.54880694143	53.471977165431	46.258929964709	6	13	1	14	4	12	2	2	0	0	0	0	0.166666666666667	0.5
ADNP2	NW_008795124.1	1716035	1736739	4157	3189	17515	1394	1031	437.127626215114	323.298839761681	8.44802051292045	6.79006900508832	5	11	1	4	8	14	4	32	2	0	2	0	0.2	0.5
ADORA1	NW_008795522.1	291295	319712	980	925	27492	719	512	777.297297297297	553.513513513513	15.0222111767736	11.6251420969408	4	11	0	0	3	13	1	1	0	0	1	0	0	0.333333333333333
ADORA2A	NW_008795323.1	674344	683278	1309	1309	7625	307	231	234.530175706646	176.470588235294	4.53257954072562	3.70631540889371	2	3	1	1	4	11	3	3	0	0	0	0	0.5	0.75
ADORA2B	NW_008795131.1	1361810	1380162	1488	1057	17295	601	309	568.590350047304	292.336802270577	10.9886967845963	6.13979023743887	4	16	0	0	8	80	1	2	0	0	0	0	0	0.125
ADPGK	NW_008795250.1	2647685	2660572	3906	1442	11445	1867	1654	1294.72954230236	1147.01803051318	25.0222156553239	24.0901934043627	6	43	2	8	2	2	2	13	0	0	0	0	0.333333333333333	1
ADPRH	NW_008794836.1	436618	446085	2238	1492	7975	808	995	541.554959785523	666.890080428954	10.4662051418605	14.0063282264158	1	5	5	19	16	93	7	35	0	0	0	0	5	0.4375
ADPRHL1	NW_008795029.1	3285956	3323244	11054	5831	31457	1852	15466	317.61275938947	2652.37523580861	6.13825104059445	55.706388837658	14	66	36	249	21	83	28	170	0	1	0	0	2.57142857142857	1.33333333333333
ADPRHL2	NW_008795919.1	1463966	1468506	2944	990	3550	4538	4107	4583.83838383838	4148.48484848485	88.5882254340113	87.1283621325083	5	36	1	6	3	43	4	5	0	0	0	1	0.2	1.33333333333333
ADPRM	NW_008795363.1	1054587	1057157	1742	822	1748	575	515	699.513381995134	626.520681265207	13.5189428573181	13.1584717781283	1	6	0	0	2	8	2	4	0	0	0	0	0	1
ADRA1A	NW_008794601.1	1161832	1178545	1414	1393	15320	3	33	2.15362526920316	23.6898779612347	0.0416214152578376	0.497545571761036	10	42	0	0	3	4	1	1	0	0	0	1	0	0.333333333333333
ADRA1B	NW_008796044.1	6418568	6437543	1758	1534	17441	760	577	495.436766623207	376.140808344198	9.57491523363049	7.8998800186524	3	11	1	17	3	11	1	6	0	0	0	0	0.333333333333333	0.333333333333333
ADRA1D	NW_008794456.1	3484605	3531550	1534	1534	45411	456	215	297.262059973924	140.156453715776	5.74494914017829	2.9436294696885	7	11	2	4	1	1	0	0	0	0	0	0	0.285714285714286	0
ADRA2A	NW_008795129.1	16085376	16087262	1886	1334	552	1933	1560	1449.02548725637	1169.41529235382	28.0041715644444	24.5605908655325	3	10	0	0	4	57	4	5	1	0	0	0	0	1
ADRA2C	NW_008795948.1	1456290	1461394	1198	1198	3906	313	218	261.26878130217	181.969949916528	5.0493354605327	3.82181549954371	1	11	2	3	2	4	0	0	0	0	0	0	2	0
